VQE-RT,VQE-EIG,MDE-RT,MDE-EIG,CLASSIC-EIG
20.80978488922119,0.5753572163846706,17.226815223693848,0.04818399561658693,0.771320643266746
11.98486876487732,0.02069769176316998,7.328677177429199,0.0,0.0207519493594015
12.934163331985474,0.60351976650314,13.03151249885559,0.039583672550025234,0.6336482349262754
19.253726482391357,0.0,17.118520259857178,0.18573270505844888,0.7488038825386119
13.061010122299194,0.48770652394935265,20.08443784713745,0.03114147132623676,0.4985070123025904
13.049468755722046,0.15808940907571062,6.145231246948242,0.03431384455315967,0.22479664553084766
12.540021419525146,0.024709455589038504,17.924442052841187,0.017489344848767893,0.19806286475962398
18.41089105606079,0.47287208145496684,6.65939998626709,0.10602758996068318,0.7605307121989587
5.887083292007446,0.11333677998900558,23.803115844726562,0.01056426517140237,0.16911083656253545
18.23464608192444,0.05723605660347971,7.254222393035889,0.0,0.08833981417401027
13.054534196853638,0.2925829575901082,22.77346158027649,0.1646796329987158,0.6853598183677972
17.14970374107361,0.9527366583230548,6.912775278091431,0.0,0.9533933461949365
15.025427341461182,0.00281508343989771,7.680320978164673,0.000246646124537284,0.003948266327914451
17.45865225791931,0.36811644137235033,7.473423480987549,0.06389886362867524,0.5121922633857766
12.501152992248535,0.5975257337437467,13.089911222457886,0.18873079293910272,0.8126209616521135
7.595600605010986,0.6053763980178889,18.177933931350708,0.038264181798834146,0.6125260668293881
19.71583342552185,0.5358539554783641,7.662805795669556,0.0,0.7217553174317995
7.4344162940979,0.28260778779534074,7.177159547805786,0.0,0.29187606817063316
22.565054893493652,0.9062162154295945,13.057429790496826,0.09920632127726163,0.9177741225129434
13.565150499343872,0.6966377998675706,6.756070852279663,0.04463917401345392,0.7145757833976906
